Title,Channel,Published Date,Video URL,Description,Duration,View Count,Like Count,Dislike Count,Average Rating,Age,Subscriber Count
Project Management Basics [QUICK GUIDE],Adriana Girdler,,https://www.youtube.com/watch?v=XuyCeYYod_s,,296.0,204324,,,,,
Project Management Simplified: Learn The Fundamentals of PMI's Framework ✓,Deniz Sasal,,https://www.youtube.com/watch?v=ZKOL-rZ79gs,,3041.0,3260786,,,,,
Project Management Tutorial: 12 Years of Experience in 45 Minutes,IT Project Managers,,https://www.youtube.com/watch?v=4C5LYI1DLR4,,2710.0,714624,,,,,
Management Tutorial - What is management?,LinkedIn Learning,,https://www.youtube.com/watch?v=9EBlLBenBfw,,264.0,207132,,,,,
Jira Tutorial for Beginners: Jira Project Management,Simon Sez IT,,https://www.youtube.com/watch?v=nHuhojfjeUY,,5591.0,1165818,,,,,
Project Management Full Course In 8 Hours | Project Management Training | Simplilearn,Simplilearn,,https://www.youtube.com/watch?v=uWPIsaYpY7U,,29166.0,1963336,,,,,
The Complete Project Management Body of Knowledge in One Video (PMBOK 7th Edition),David McLachlan,,https://www.youtube.com/watch?v=2gmCr40uT4U,,3681.0,1101359,,,,,
Asana Review – Is This the Best Project Management Tool?,ARCTutorials,,https://www.youtube.com/watch?v=u_8fSoboSXo,,346.0,70,,,,,
Product Management Tutorial for Beginners | Roadmunk Tutorial | Invensis Learning,Invensis Learning,,https://www.youtube.com/watch?v=NsqyFcycBTw,,3402.0,98036,,,,,
Management Process | Functions of Management process,Educationleaves,,https://www.youtube.com/watch?v=q6LMjurECZM,,325.0,643023,,,,,
Agile Scrum Full Course In 4 Hours | Agile Scrum Master Training | Agile Training Video |Simplilearn,Simplilearn,,https://www.youtube.com/watch?v=VFQtSqChlsk,,12298.0,1301131,,,,,
11 Habits Of Highly Effective Managers! (How to improve your MANAGEMENT SKILLS!),CareerVidz,,https://www.youtube.com/watch?v=f4CF-qBDu5o,,915.0,872160,,,,,
Agile Management | Google Project Management Certificate,Google Career Certificates,,https://www.youtube.com/watch?v=km7n3DI5IWk,,3138.0,348568,,,,,
Management skills | 10 Management skills every manager should have.,Educationleaves,,https://www.youtube.com/watch?v=xHBhFKBLhWs,,345.0,868724,,,,,
How To Become A Social Media Manager - Beginners Guide,Flick - Social Media Marketing Platform,,https://www.youtube.com/watch?v=y-n1RUbYq6Q,,658.0,412493,,,,,
PMP® Certification Full Course - Learn PMP Fundamentals in 12 Hours | PMP® Training Videos | Edureka,edureka!,,https://www.youtube.com/watch?v=vzqDTSZOTic,,42418.0,1986795,,,,,
Principles of Management - Lecture 01,Krassimir Petrov,,https://www.youtube.com/watch?v=lj7ZnyskZuA,,2848.0,1452831,,,,,
"What is management? Concept of Management, Levels of management  (animated video)",Educationleaves,,https://www.youtube.com/watch?v=GZ2dmbDmB5I,,266.0,407257,,,,,
HOW TO USE JIRA | Free Agile Project Management Software (Jira tutorial for Beginners),Stewart Gauld,,https://www.youtube.com/watch?v=GWxMTvRGIpc,,1012.0,1477981,,,,,
First-Time Managers Success Guide: 15 Essential Tips Uncovered!,RISR Careers,,https://www.youtube.com/watch?v=Kh4Q9RXweaQ,,1048.0,207163,,,,,
Project Management Basics [QUICK GUIDE],Adriana Girdler,,https://www.youtube.com/watch?v=XuyCeYYod_s,,296.0,204324,,,,,
Program Management 101: Introductory Guide to Program Management,Online PM Courses - Mike Clayton,,https://www.youtube.com/watch?v=HBwM74YN4aE,,1048.0,44954,,,,,
"Ultimate Guide to Product Management Interviews | My Answers, Frameworks, Question Bank, Courses",Chloe Shih,,https://www.youtube.com/watch?v=IduMcOC1NPM,,1272.0,76876,,,,,
The Complete Project Management Body of Knowledge in One Video (PMBOK 7th Edition),David McLachlan,,https://www.youtube.com/watch?v=2gmCr40uT4U,,3681.0,1101359,,,,,
3 Minute Wave Management Guide - A Guide for League of Legends,3 Minute League of Legends,,https://www.youtube.com/watch?v=teBeatd8h-E,,180.0,146300,,,,,
Project Management 101: Beginner's Guide to Project Management,Online PM Courses - Mike Clayton,,https://www.youtube.com/watch?v=0zF06TOKKOE,,1043.0,41572,,,,,
the definitive TIME MANAGEMENT GUIDE for busy but lazy people,studyquill,,https://www.youtube.com/watch?v=QzX9SG83U8k,,1090.0,2751337,,,,,
Wrike for Project Management Tutorial: How To Guide,Simon Sez IT,,https://www.youtube.com/watch?v=j-eWHnTJ-SM,,2892.0,8757,,,,,
CyberArk Time Limitations | CyberArk User Management Guide | Learn CyberArk | CyberArk | Upptalk,Upptalk,,https://www.youtube.com/watch?v=bartEXND9wI,,1520.0,3,,,,,
Idiot's Guide To Project Management (For Dummies As Well),ProjectManager,,https://www.youtube.com/watch?v=r5qFLd1u0XQ,,405.0,291721,,,,,
LEAGUE OF LEGENDS WAVE MANAGEMENT - FULL INDEPTH GUIDE,Shok,,https://www.youtube.com/watch?v=g4kK9Xg0Llc,,1610.0,187369,,,,,
The Ultimate Social Media Management Guide in 2025,Milou Pietersz,,https://www.youtube.com/watch?v=I49p2srWevY,,475.0,1039,,,,,
Ultimate Course Management Guide with a Tour Pro,Ryan Ruffels,,https://www.youtube.com/watch?v=qLYd4p_wxY8,,2385.0,25911,,,,,
The Best Cable Management Guide in 2025,GutzyAiden,,https://www.youtube.com/watch?v=ebvClTavJ4w,"This video provides a comprehensive guide to cable management, featuring eight essential products and tips to create a clean and functional setup. The presenter walks viewers through the process step-by-step, starting with basic organization and progressing to more advanced techniques for hiding and securing cables. ",481.0,27365,,,,,
"RimWorld Guide: Wealth Management - Kill Raiders Before They Even Arrive [2024, 1.5+]",Adam Vs Everything,,https://www.youtube.com/watch?v=rVu_LcalIeM,,1046.0,346601,,,,,
The ONLY Mid Lane WAVE MANAGEMENT Guide You'll EVER NEED - League of Legends,Skill Capped Challenger LoL Guides,,https://www.youtube.com/watch?v=RVyDrt4S7kU,,434.0,150055,,,,,
The Team Leader's Guide to Leadership and Management | Suzy Welch,Big Think+,,https://www.youtube.com/watch?v=UOgrO2OfSxE,,305.0,25564,,,,,
EASY Management Guide - Unlock Eri & Make Millions! | Yakuza: Like a Dragon,Rozalin,,https://www.youtube.com/watch?v=B9Fwd7LZJs0,,655.0,616076,,,,,
The ONLY Wave Management Guide You Need - SUPPORT Edition | Fundamentals Of Wave States,Coach Global - League Of Legends +  Marvel Rivals,,https://www.youtube.com/watch?v=R6MEnjp_wd8,,589.0,3994,,,,,
11 Habits Of Highly Effective Managers! (How to improve your MANAGEMENT SKILLS!),CareerVidz,,https://www.youtube.com/watch?v=f4CF-qBDu5o,,915.0,872160,,,,,
How To Master Time Management – ADHD Skills Part 1,Dr. Tracey Marks,,https://www.youtube.com/watch?v=fWRF6BJ1OQk,,690.0,813506,,,,,
How I Manage My Time - 10 Time Management Tips,Ali Abdaal,,https://www.youtube.com/watch?v=iONDebHX9qk,,709.0,5179443,,,,,
The Basics of Restaurant Management | How to Run a Restaurant,Massimo Montone | Restaurant Keys,,https://www.youtube.com/watch?v=qSf_IdbmDck,,528.0,144816,,,,,
TOP 10 MANAGER INTERVIEW QUESTIONS & ANSWERS! (How to PASS a Management Interview!),CareerVidz,,https://www.youtube.com/watch?v=x3tBILiHpwo,,587.0,267425,,,,,
TOP 7 MANAGEMENT SKILLS!  How to be a GREAT MANAGER!,CareerVidz,,https://www.youtube.com/watch?v=nKgZfs7kcns,,1259.0,90400,,,,,
Project Management Tips - How to be a Great Project Manager,Adriana Girdler,,https://www.youtube.com/watch?v=rBMN9A8P1AY,,415.0,139360,,,,,
The Science of Good Management: How to empower frontline managers,Guusto,,https://www.youtube.com/watch?v=ApO9NlyuwzQ,,3521.0,410,,,,,
SAP SuccessFactors Recruiting Management (RCM) Full Course | ZaranTech,ZaranTech DotCom,,https://www.youtube.com/watch?v=dXSTHrkF9-Y,,18961.0,237,,,,,
Project Management: How to Manage Team Performance,ProjectManager,,https://www.youtube.com/watch?v=ULjENLeiBBE,,591.0,46109,,,,,
Product Management: How to Answer the Top 5 Interview Questions,Stanford Online,,https://www.youtube.com/watch?v=wVMDUbsZCHs,,352.0,42058,,,,,
How To Delegate Tasks Like a Pro: Team Task Management Tips,ProjectManager,,https://www.youtube.com/watch?v=KApy2bpDMaQ,,444.0,283089,,,,,
How to Land a Job in Project Management - ft. 2 Project Manager Experts!,Self Made Millennial,,https://www.youtube.com/watch?v=LT1Qdz6ez0A,,2911.0,2630,,,,,
Kanban Project Management - How to execute a project with Kanban,The Agile Shop,,https://www.youtube.com/watch?v=qm7ejJsOvKc,,412.0,5561,,,,,
Self Management: How to Manage Yourself | Dr Demartini,Dr John Demartini,,https://www.youtube.com/watch?v=0ZRmhdOg0M8,,336.0,6760,,,,,
Project Management: How to Win at Your Job,ProjectManager,,https://www.youtube.com/watch?v=74ESMW19rvA,,242.0,18597,,,,,
Project Management - How to Break Down Projects,The Futur,,https://www.youtube.com/watch?v=zlnVc1nBTto,,249.0,60916,,,,,
How To Prioritize | Productivity Tools For Time Management | How To Stay Focused On Tasks,Real Men Real Style,,https://www.youtube.com/watch?v=wDyhEhNI99k,,572.0,89372,,,,,
Household Management How to be a House Manager | Episode 16 Rosset Bespoke Butler School,Rosset Bespoke Butlers,,https://www.youtube.com/watch?v=XvmN2mRUt7s,,933.0,12871,,,,,
Competency Management: How to Structure a Competency Framework,Think Eleven,,https://www.youtube.com/watch?v=__Yz-Xa6u5Y,,511.0,19932,,,,,
ACCOUNTING BASICS: a Guide to (Almost) Everything,Accounting Stuff,,https://www.youtube.com/watch?v=yYX4bvQSqbo,,853.0,3384319.0,,,,,
LEARN ACCOUNTING in Under 5 Hours!,Accounting Stuff,,https://www.youtube.com/watch?v=gPBhGkBN30s,,17459.0,1715358.0,,,,,
Full Financial Accounting Course in One Video (10 Hours),Tony Bell,,https://www.youtube.com/watch?v=v-djL7SPw4c,,36111.0,1782770.0,,,,,
Accounting For Slow Learners,thequickbooksdude,,https://www.youtube.com/watch?v=NyRhgoqhitg,,15091.0,276838.0,,,,,
Accounting Crash Course - Be job ready in 1.5 hours!,Learn Accounting Finance,,https://www.youtube.com/watch?v=hTU6HE64Wd0,,5580.0,340375.0,,,,,
Accounting Basics Explained Through a Story,Leila Gharani,,https://www.youtube.com/watch?v=VYNTBWBqncU,,585.0,1475258.0,,,,,
The ACCOUNTING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=Gua2Bo_G-J0,,673.0,104013.0,,,,,
ACCOUNTING BASICS: Debits and Credits Explained,Accounting Stuff,,https://www.youtube.com/watch?v=VhwZ9t2b3Zk,,344.0,2437639.0,,,,,
12th Accounts 2025 board practice paper - 2 | da2 academy | accounts important question #accounts,DA2 academy,,https://www.youtube.com/watch?v=E69L9oQaXFI,#commerce #accounts #maharashtraboard #100 #board2025.,5308.0,,,,,,
Double-Entry Accounting: a 2 Minute Tutorial,Accounting Stuff,,https://www.youtube.com/watch?v=cjO8qHM5Wjg,,211.0,99317.0,,,,,
"How to automate Accounting Ledger, Trial Balance, Income Statement, Balance Sheet in Excel | English",EXCEL DOERS,,https://www.youtube.com/watch?v=pgBsyTKAwLw,,3823.0,1637953.0,,,,,
Introduction to Accounting | Basic Accounting,Mr. Accounting,,https://www.youtube.com/watch?v=8v2DZiLz2nI,,1890.0,144254.0,,,,,
Accounting for Beginners #1 / Debits and Credits / Assets = Liabilities + Equity,CPA Strength,,https://www.youtube.com/watch?v=_pTU4gwmcMs,,284.0,4829890.0,,,,,
Full Management Accounting Course in One Video (10 Hours),Tony Bell,,https://www.youtube.com/watch?v=Lz2VFRYBdm0,,35969.0,258103.0,,,,,
The ACCOUNTING EQUATION For BEGINNERS,Accounting Stuff,,https://www.youtube.com/watch?v=56xscQ4viWE,,298.0,1047663.0,,,,,
Excel for Finance and Accounting Full Course Tutorial (3+ Hours),Learnit Training,,https://www.youtube.com/watch?v=hkybRW7Z3Yk,,14337.0,916248.0,,,,,
Learn Accounting in 1 HOUR  First Lesson: Debits and Credits,Executive Finance,,https://www.youtube.com/watch?v=ii91oi0OpXM,,1325.0,3571333.0,,,,,
Excel for Accounting - 10 Excel Functions You NEED to KNOW!,Leila Gharani,,https://www.youtube.com/watch?v=m_SH0TOLsIc,,1145.0,2194930.0,,,,,
The BOOKKEEPING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=pKpdibyljR4,,836.0,726901.0,,,,,
Accounting for Beginners | Part 1 | The Accounting Equation,Counttuts,,https://www.youtube.com/watch?v=KJ1t1ZWe0P0,,1635.0,763429.0,,,,,
ACCOUNTING BASICS: a Guide to (Almost) Everything,Accounting Stuff,,https://www.youtube.com/watch?v=yYX4bvQSqbo,,853.0,3384319,,,,,
LEARN ACCOUNTING in Under 5 Hours!,Accounting Stuff,,https://www.youtube.com/watch?v=gPBhGkBN30s,,17459.0,1715358,,,,,
TAX BASICS: a Beginner's Guide to Everything,Accounting Stuff,,https://www.youtube.com/watch?v=AMXGBH7hoJY,,1198.0,66255,,,,,
ACCOUNTING BASICS: Debits and Credits Explained,Accounting Stuff,,https://www.youtube.com/watch?v=VhwZ9t2b3Zk,,344.0,2437639,,,,,
The ACCOUNTING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=Gua2Bo_G-J0,,673.0,104013,,,,,
The BOOKKEEPING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=pKpdibyljR4,,836.0,726901,,,,,
Full Financial Accounting Course in One Video (10 Hours),Tony Bell,,https://www.youtube.com/watch?v=v-djL7SPw4c,,36111.0,1782770,,,,,
3 most frequently asked accounting interview questions,The Financial Controller,,https://www.youtube.com/watch?v=B2viFHnfatk,,274.0,477293,,,,,
Setting Up an Accounting System for Your Small Business | Babalwa the Accountant | Sage Accounting,Babalwa | Business Accountant,,https://www.youtube.com/watch?v=QKQQRrQqmo8,,25.0,31,,,,,
5 Tips for Studying Accounting,The Accounting Tutor,,https://www.youtube.com/watch?v=NUXdJ9TLY1Q,,246.0,149940,,,,,
Accounts Payable Accounting A Guide to Almost Everything,AP Now,,https://www.youtube.com/watch?v=dGJP6V5J9as,,1714.0,6261,,,,,
The Ultimate Guide to UK Limited Company Accounting and Tax,Joshua Tharby ,,https://www.youtube.com/watch?v=_6-PnWoqi14,,525.0,20281,,,,,
Accounting Crash Course - Be job ready in 1.5 hours!,Learn Accounting Finance,,https://www.youtube.com/watch?v=hTU6HE64Wd0,,5580.0,340375,,,,,
Double-Entry Accounting: a 2 Minute Tutorial,Accounting Stuff,,https://www.youtube.com/watch?v=cjO8qHM5Wjg,,211.0,99317,,,,,
The Accounting Equation: a Quick Guide,Accounting Stuff,,https://www.youtube.com/watch?v=twLzWucjceE,,189.0,39638,,,,,
The Regrets of An Accounting Major @zoeunlimited,Karat,,https://www.youtube.com/shorts/DHM5NZV8hLA,,37.0,1057131,,,,,
What to Do with Accounting Degree,Edspira,,https://www.youtube.com/watch?v=DhD2RaZ_vAM,,285.0,30627,,,,,
What I Wish I Knew Before Becoming An Accountant,Devamsha,,https://www.youtube.com/watch?v=dEBnusDsuFI,,609.0,332694,,,,,
How to use QUICKBOOKS ONLINE,Accounting Stuff,,https://www.youtube.com/watch?v=MdPfY4vcbmk,,729.0,1920636,,,,,
Accounting Basics for Small Business Owners [By a CPA],LYFE Accounting,,https://www.youtube.com/watch?v=3KeG7hHzUy4,,941.0,415258,,,,,
ACCOUNTING BASICS: a Guide to (Almost) Everything,Accounting Stuff,,https://www.youtube.com/watch?v=yYX4bvQSqbo,,853.0,3384319,,,,,
STOP Making These Mistakes in Your First Accounting Class!,Accounting How To,,https://www.youtube.com/watch?v=PvbPw_7zybE,,565.0,796,,,,,
The ACCOUNTING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=Gua2Bo_G-J0,,673.0,104013,,,,,
Revenge is Sweet! | Accounting How To | How to Pass Accounting Class,Accounting How To,,https://www.youtube.com/watch?v=di-77GCkclI,,216.0,190,,,,,
Accounting Basics Explained Through a Story,Leila Gharani,,https://www.youtube.com/watch?v=VYNTBWBqncU,,585.0,1475258,,,,,
Accounting for Beginners #1 / Debits and Credits / Assets = Liabilities + Equity,CPA Strength,,https://www.youtube.com/watch?v=_pTU4gwmcMs,,284.0,4829890,,,,,
The BOOKKEEPING BASICS for BEGINNERS,LYFE Accounting,,https://www.youtube.com/watch?v=pKpdibyljR4,,836.0,726901,,,,,
Bonds Payable is Hard! We Make it Easy! | Accounting How To | How to Pass Accounting Class,Accounting How To,,https://www.youtube.com/watch?v=8mSLLJ-IyAg,,633.0,1261,,,,,
Launch Your Profitable Bookkeeping Practice: My Insider Blueprint | Future Proof Accountants,Future Proof Accountants,,https://www.youtube.com/shorts/ZllskGVuvJg,,34.0,352,,,,,
ACCOUNTING BASICS: Debits and Credits Explained,Accounting Stuff,,https://www.youtube.com/watch?v=VhwZ9t2b3Zk,,344.0,2437639,,,,,
Full Financial Accounting Course in One Video (10 Hours),Tony Bell,,https://www.youtube.com/watch?v=v-djL7SPw4c,,36111.0,1782770,,,,,
How to Pass Intermediate Accounting | Accounting How To | How to Pass Accounting Class,Accounting How To,,https://www.youtube.com/watch?v=EHENaut4-Eg,,195.0,11864,,,,,
What does an accountant do and why is it so important?,UNC Kenan-Flagler Business School,,https://www.youtube.com/watch?v=WR2oftI_urg,,119.0,305424,,,,,
The BALANCE SHEET for BEGINNERS (Full Example),Accounting Stuff,,https://www.youtube.com/watch?v=CMv1zlZhb4Q,,419.0,1096977,,,,,
5 Reasons to Avoid Accounting (as a Career),Accounting Stuff,,https://www.youtube.com/watch?v=Apy0P6wMn5Q,,416.0,498394,,,,,
Accounting For Slow Learners,thequickbooksdude,,https://www.youtube.com/watch?v=NyRhgoqhitg,,15091.0,276838,,,,,
Basic Concept of Accounting By Saheb Academy - Class 11 / B.COM / CA Foundation,Saheb Academy,,https://www.youtube.com/watch?v=xWKfKCnQqAE,,1984.0,5578239,,,,,
How to Study Effectively (What I Learned As An Accounting Student),Cal Mills,,https://www.youtube.com/watch?v=TxK9F_zUrLo,,428.0,80442,,,,,
Accounting and Auditing । interview questions #accountant #shorts  #accountingjob #jobinterview,UpGrading Way,,https://www.youtube.com/shorts/UzmQYRLwBQY,,12.0,190644,,,,,
Why Accounting Is The ONLY Business Major That’s Worth it!!!,Income Over Outcome,,https://www.youtube.com/shorts/NFGkBXkfnDI,,24.0,218582,,,,,
Supply and demand in 8 minutes,Jacob Clifford,,https://www.youtube.com/watch?v=kIFBaaPJUO0,,471.0,1082870,,,,,
Introduction to Economics Part 1 - Professor Ryan,Prof Ryan,,https://www.youtube.com/watch?v=qnEZQRpWWi8,,1064.0,152919,,,,,
Fundamentals of Finance & Economics for Businesses – Crash Course,freeCodeCamp.org,,https://www.youtube.com/watch?v=EJHPltmAULA,,5888.0,1203326,,,,,
Intro to Economics: Crash Course Econ #1,CrashCourse,,https://www.youtube.com/watch?v=3ez10ADR_gM,,729.0,8152382,,,,,
ECONOMICS:  ELASTICITY OF DEMAND (LESSON 1 of 2),STEVKONS MATHEMATICS TUTORIALS,,https://www.youtube.com/watch?v=KOlPfQUBImE,,6360.0,134972,,,,,
Introduction to Economics,Professor Dave Explains,,https://www.youtube.com/watch?v=j9ooSSqsB9M,,371.0,174258,,,,,
Microeconomics- Everything You Need to Know,Jacob Clifford,,https://www.youtube.com/watch?v=1UxA6JzoT-4,,1735.0,3268648,,,,,
What is Economics? An Intro to Economics,Pursuit of History,,https://www.youtube.com/watch?v=dVTNmSmUo14,,333.0,412478,,,,,
The Stock Market is in a Bubble,Porter Stansberry,,https://www.youtube.com/shorts/btaPnWiHZhg,,47.0,476,,,,,
Economics - Demand,Aringo Fredrick,,https://www.youtube.com/watch?v=A-bxpZFVW-U,,2071.0,6741,,,,,
1. Introduction and Supply & Demand,MIT OpenCourseWare,,https://www.youtube.com/watch?v=_OkTw766oCs,,2087.0,2699749,,,,,
Elasticity of Demand- Micro Topic  2.3,Jacob Clifford,,https://www.youtube.com/watch?v=HHcblIxiAAk,,373.0,3928796,,,,,
How I went from C to A* in ECONOMICS A level | tips no one told me,fayefilms,,https://www.youtube.com/watch?v=kdNhvbD62n0,,610.0,443248,,,,,
Lecture 1: Introduction to 14.02 Principles of Macroeconomics,MIT OpenCourseWare,,https://www.youtube.com/watch?v=heBErnN3ZPk,,1770.0,341758,,,,,
"Basic Concepts of Economics - Needs, Wants, Demand, Supply, Market, Utility, Price, Value, GDP, GNP",Academic Gain Tutorials,,https://www.youtube.com/watch?v=DQq-zJPSf4U,,1311.0,1070632,,,,,
Production Possibilities Curve Review,Jacob Clifford,,https://www.youtube.com/watch?v=O6XL__2CDPU,,336.0,2875014,,,,,
Macroeconomics- Everything You Need to Know,Jacob Clifford,,https://www.youtube.com/watch?v=MKO1icFVtDc,,1798.0,3606669,,,,,
How The Economic Machine Works by Ray Dalio,Principles by Ray Dalio,,https://www.youtube.com/watch?v=PHe0bXAIuk0,,1860.0,42714939,,,,,
"Market equilibrium | Supply, demand, and market equilibrium | Microeconomics | Khan Academy",Khan Academy,,https://www.youtube.com/watch?v=PEMkfgrifDw,,617.0,1864508,,,,,
Trade and tariffs | APⓇ Microeconomics | Khan Academy,Khan Academy,,https://www.youtube.com/watch?v=3pSysspeCxY,,425.0,195833,,,,,
Every Major Economic Theory Explained in 20 Minutes,Adam's Axiom,,https://www.youtube.com/watch?v=dQ_UPQa3CUE,,1237.0,253954,,,,,
Intro to Economics: Crash Course Econ #1,CrashCourse,,https://www.youtube.com/watch?v=3ez10ADR_gM,,729.0,8152382,,,,,
Advice for young people: Don't study economics | Steve Keen and Lex Fridman,Lex Clips,,https://www.youtube.com/watch?v=mFgXz0R5k98,,247.0,367944,,,,,
Economics: The User's Guide | Ha-Joon Chang | Talks at Google,Talks at Google,,https://www.youtube.com/watch?v=n5j5EW933Kw,,3731.0,90611,,,,,
How The Economy Works For DUMMIES: Global Economics 101 -Robert Kiyosaki,The Rich Dad Channel,,https://www.youtube.com/watch?v=9iV55N2nuJY,,210.0,161303,,,,,
How The Economic Machine Works by Ray Dalio,Principles by Ray Dalio,,https://www.youtube.com/watch?v=PHe0bXAIuk0,,1860.0,42714939,,,,,
The Complete Idiot's Guide to Economics by Terry Hillman · Audiobook preview,Google Play Books,,https://www.youtube.com/watch?v=-uMlmG6EKIs,,5610.0,37,,,,,
Fundamentals of Finance & Economics for Businesses – Crash Course,freeCodeCamp.org,,https://www.youtube.com/watch?v=EJHPltmAULA,,5888.0,1203326,,,,,
Future Risks Tariffs and Economic Consequences #economy #finance,Quick Rich Guide,,https://www.youtube.com/shorts/NixE6l8dyBc,,21.0,428,,,,,
Money Laundering: A How To Guide For The Modern Global Billionaire,Economics Explained,,https://www.youtube.com/watch?v=ZmEvAk5LRko,,880.0,1735898,,,,,
Victoria 3 BEGINNER ECONOMICS Guide || MASTERING Buildings,Generalist Gaming,,https://www.youtube.com/watch?v=1KOT0mFbIMs,,2360.0,147690,,,,,
Macroeconomics- Everything You Need to Know,Jacob Clifford,,https://www.youtube.com/watch?v=MKO1icFVtDc,,1798.0,3606669,,,,,
How the Fed Steers Interest Rates to Guide the Entire Economy | WSJ,The Wall Street Journal,,https://www.youtube.com/watch?v=AkMsMDk_brU,,319.0,429304,,,,,
Microeconomics- Everything You Need to Know,Jacob Clifford,,https://www.youtube.com/watch?v=1UxA6JzoT-4,,1735.0,3268648,,,,,
The Absolute Beginner's Guide to Victoria 3 Economics - Belgium GIGACHAD Tutorial,Tarkusarkusar,,https://www.youtube.com/watch?v=hhM3NecQ0yY,,3663.0,83470,,,,,
All of IGCSE Economics in 9 minutes (summary),IGCSE Online,,https://www.youtube.com/watch?v=uAF6e7XoGs0,,539.0,179568,,,,,
IB Economics - Paper 3 Tips & Guidance (HL),EconplusDal,,https://www.youtube.com/watch?v=VkLCKa_Ffrk,,294.0,26587,,,,,
The Most Important Economic Schools of Thought | Economics Explained,Economics Explained,,https://www.youtube.com/watch?v=o6UXRZ2XwgU,,1565.0,1779055,,,,,
How I went from C to A* in ECONOMICS A level | tips no one told me,fayefilms,,https://www.youtube.com/watch?v=kdNhvbD62n0,,610.0,443248,,,,,
Victoria 3 Economic Guide using JAPAN - Victoria 3 1.7.5 Economics Guide & Meiji Restoration,Tarkusarkusar,,https://www.youtube.com/watch?v=bZhaI6qJIFg,,2442.0,120242,,,,,
How Bad Will It Get? – Economist Gary Stevenson on the Economy. (Part 3),How To Academy,,https://www.youtube.com/watch?v=qUndJ-Z7uQ4,,1501.0,52856,,,,,
Behavioral economics - how to make it work for us | Maciej Kraus | TEDxWarsaw,TEDx Talks,,https://www.youtube.com/watch?v=bTDBeI-mtDg,,499.0,205290,,,,,
How Can Sociology Help Economics?  | How & How NOT to Do Economics with Robert Skidelsky,New Economic Thinking,,https://www.youtube.com/watch?v=V2L7a4nYnTw,,2700.0,26985,,,,,
"If Spain is the world’s best economy, why are they so unhappy?",Money & Macro,,https://www.youtube.com/watch?v=kkNaFOKMLJk,,887.0,102223,,,,,
What is Economics?,The Economics Detective,,https://www.youtube.com/watch?v=2YULdjmg3o0,,175.0,1431102,,,,,
English Vocabulary: How to talk about the economy,Adam’s English Lessons · engVid,,https://www.youtube.com/watch?v=vmU1OzFdems,,580.0,585668,,,,,
How I went from C to A* in ECONOMICS A level | tips no one told me,fayefilms,,https://www.youtube.com/watch?v=kdNhvbD62n0,,610.0,443248,,,,,
An economist walks into a bar | Robert Litan | TEDxKC,TEDx Talks,,https://www.youtube.com/watch?v=4SkoG9FWP4w,,932.0,502000,,,,,
"TGT PGT ECONOMICS MODEL PAPER, NTA NET-JRF JUNE 2025 ECONOMICS  BY BRIJESH PANDEY SIR #modelpaper",PARTH EDUCATION,,https://www.youtube.com/watch?v=QNEGrLde-Vc,,1883.0,203,,,,,
How To Write An Amazing Analysis Paragraph in Economics,EconplusDal,,https://www.youtube.com/watch?v=xW7gVhSx1jQ,,459.0,383184,,,,,
The UK Economy is Broken – How Can we Fix it?,Economics Help,,https://www.youtube.com/watch?v=fj0wuHnR7LY,,915.0,23162,,,,,
Why YOU should learn economics!,Jacob Clifford,,https://www.youtube.com/watch?v=CE5eJbaHL8s,,292.0,345950,,,,,
How To Evaluate Perfectly In Economics,EconplusDal,,https://www.youtube.com/watch?v=isBVq4MRuHs,,425.0,298381,,,,,
What is Economics? An Intro to Economics,Pursuit of History,,https://www.youtube.com/watch?v=dVTNmSmUo14,,333.0,412478,,,,,
"""The Economy"" Isn't What You Think",Second Thought,,https://www.youtube.com/watch?v=sEmGFNKWLlw,,1056.0,458360,,,,,
Thomas Sowell -- Basic Economics,Hoover Institution,,https://www.youtube.com/watch?v=bOMksnSaAJ4,,2012.0,2477317,,,,,
Introduction to Economics Part 1 - Professor Ryan,Prof Ryan,,https://www.youtube.com/watch?v=qnEZQRpWWi8,,1064.0,152919,,,,,
Intro to Economics: Crash Course Econ #1,CrashCourse,,https://www.youtube.com/watch?v=3ez10ADR_gM,,729.0,8152382,,,,,
Economics/Accountancy Decoded | What next ?? How to Grab 200/200 ??,Rajat Arora,,https://www.youtube.com/watch?v=yVTjDMO7dNk,,778.0,101482,,,,,
Do THIS To Stand Out as an Economics Student,Market Power,,https://www.youtube.com/watch?v=XbXsHn32VyY,"This video focuses on how to stand out as an economics student. The speaker, Craig, shares their personal experience of how research led to a job opportunity in movie finance. They emphasize the importance of building something while in college, such as conducting research, to gain valuable skills and create opportunities. Craig outlines their upcoming videos, which will delve into the research process, including asking questions, finding data, analyzing it, and publishing the results.",509.0,90024,,,,,
Project Management 101 | Project Management Tutorial for Beginners | Project Management Fundamentals,Invensis Learning,,https://www.youtube.com/watch?v=cLXkOYaZ_K0,,3624.0,329349,,,,,
